PC1,PC2,target
2.1975468208342406,-0.08176148816824647,144.0
0.9297775327563408,-1.59133647642143,150.0
0.4922163435294931,-0.16886705842007754,280.0
-3.3844535866320826,0.013612188240369813,125.0
-3.4783809720234182,0.722681402386548,59.0
-3.567176864719901,0.9366756329373995,65.0
0.32314895360963136,-0.03328682030729629,281.0
2.8083787700753104,-1.4280242570276154,277.0
0.13418475284480877,-0.59970820159064,167.0
-2.5602050416084383,1.2815634402846903,90.0
-1.7630968508254734,1.4556879191076297,72.0
1.1378599040089494,-0.8483887664192924,178.0
-1.64066285264453,-2.859248183991538,88.0
2.225608732044409,-0.9612484563092967,270.0
-2.5669659149055946,-1.6436843929753198,101.0
0.9680268224104315,0.1426697058509302,197.0
-4.012031453814576,-0.2729127199570127,97.0
-0.3191636352780284,-0.41504778484590155,53.0
0.3009046080514914,-0.3120453720454369,71.0
1.3549097652562339,2.3871960634515688,262.0
-1.239633500177245,-0.750228467988196,52.0
0.6933061258826135,-0.7751737163126337,102.0
0.1401919420687246,1.2668772135035566,166.0
1.7583106357372364,0.7566100263156703,189.0
2.3421154553790355,1.0470851226318587,173.0
1.5235632472479712,-1.1455992849642116,220.0
0.04566011328532116,0.07960683062187641,206.0
-1.1768821331645112,-0.5171841978491003,97.0
-0.7691022844555928,-1.3445113294356208,60.0
-3.4765572529335502,-0.21598813088098023,61.0
0.2297961918284719,1.2344785252803054,242.0
-1.2791558159664393,0.01919920009685396,121.0
-1.1196930688825355,1.046269923485556,128.0
-2.126980729889943,-0.5919047545969417,104.0
0.5786843320312816,0.09249754027009206,265.0
-0.30720391364017424,-1.0855344382200496,132.0
-0.4750328579124152,-0.8313551527282738,283.0
1.1551437035155507,0.3786763359465064,174.0
-2.010669028293352,-2.1213994897961603,129.0
1.2372069316653016,-1.9204199053952058,257.0
-3.940669904842152,-0.9018219677487267,137.0
1.9959688258746349,1.9013797785349995,63.0
-2.5717342708884026,0.8433935045038781,93.0
1.1030541874387385,-2.715678095228345,232.0
1.3549597823027861,-2.2455738908257596,208.0
1.767294334097936,0.6570087527743621,261.0
1.4971831734264907,-0.5979728640615491,179.0
2.115820414857815,-0.44152867186024713,258.0
1.283918338497426,-1.1617515538830627,262.0
-2.114973737214803,0.2477655852450085,51.0
1.2428834968129328,1.0102035038101553,237.0
-2.903447872554076,-1.8681327396334357,71.0
3.709595895919867,1.5737638126059226,139.0
4.182927415742714,-0.5396434464620081,268.0
-2.3734558338902874,0.21030051256663382,69.0
3.3335215953105783,-0.42370791371282596,317.0
3.098759514040326,1.1232747015032116,249.0
-0.018032063587127663,0.7009142614667216,154.0
2.7977712431405983,0.7613190422640597,192.0
2.2677441796273246,0.4812331174606729,116.0
1.8252422380344924,-0.9003923926080529,81.0
1.8131879328072262,-0.3163491846262573,122.0
-0.5965294938263546,-0.40126267973731433,259.0
-0.6614022971137441,2.4831294830896966,191.0
3.198464619917364,-0.7480918765739593,292.0
-0.6576169788562541,-0.590860499662837,55.0
0.8364400914646849,-1.2856410695448939,107.0
-2.10272903884658,-0.7314438758278564,210.0
-0.6772193865872276,0.840942717728039,91.0
2.378708955405552,0.9719109983421872,253.0
0.7562468148474946,0.5352708005105653,85.0
-0.7764600469810263,-1.6197582615684838,252.0
-2.8570011553410306,0.4746259714390626,59.0
-2.3687856475683007,-0.6640772693784435,78.0
-1.0571507693660813,0.4585485797460684,200.0
-0.0290163987899254,2.7750503701313214,78.0
0.7501395512169301,-0.99209460078694,245.0
-1.0368189958631242,0.6364897681916453,175.0
-2.908628561208703,-0.39508523891345265,42.0
-1.3199370286291245,0.33363008804035,127.0
-0.9470571253175883,0.25057273663387236,53.0
0.46424044701672035,-1.1339075451231042,94.0
-2.001804915437124,-1.271047618978775,104.0
-0.8937288899066433,-1.7401669310258148,199.0
-0.17844296704529317,0.7678333712443909,265.0
0.519896269647814,-0.9053695783848853,281.0
3.7900207372231933,-0.711105677651984,248.0
0.9814883005301819,-0.10025729388182128,257.0
2.024266989171144,0.6187083018151669,215.0
1.4885191293372702,-0.6003935844739633,303.0
1.3867927200840149,1.2929148234578678,170.0
-1.220328453432219,1.8295762993071598,59.0
1.6916733818304106,-1.3328511353345844,277.0
1.2932130759713276,0.10324329383745497,209.0
-2.0893332287785267,-0.8305564186037927,138.0
-0.6323377065385459,-0.596646047117092,198.0
0.37819792634075716,-1.1390175026968086,124.0
-1.559370304920679,0.8486832600611547,96.0
0.09006514741529191,-0.6159188385058457,288.0
2.2659254015028765,-0.15113745414047497,225.0
0.2179843101150688,-0.5427188591088208,265.0
-3.938860465200027,-1.4344594768389547,101.0
-1.0528479031119538,0.10986150227464328,55.0
1.7903339210663003,0.2215585783870316,198.0
0.5487611184119351,-0.265970571843444,51.0
3.81878219689339,0.4383619680934697,252.0
-2.8686402490447707,0.2147477235544538,64.0
2.86798261492962,-0.11050362056661187,220.0
3.714133127291851,1.3531723910442897,131.0
2.5536206108629154,-0.30335180814253515,212.0
-2.152269807604029,-0.6871230499263239,142.0
-1.3541872795698071,3.0732426673024418,103.0
2.3022353170890204,0.210022827416944,155.0
3.3690585562990885,2.138350732261445,121.0
-1.5934265082676728,-0.6810212322095026,86.0
-1.7584502811807043,1.2079674934951667,111.0
0.5327016653184219,0.5076040062926438,65.0
1.3007993221829555,-0.8202102884658756,131.0
